Authors,DOI,ISBN,ISSN,Journal,PMCID,PMID,Publication Category,Publication Year,Short Citation,Title
"Vincent A, Forster N, Maynes JT, Paton TA, Billingsley G, Roslin NM, Ali A, Sutherland J, Wright T, Westall CA, Paterson AD, Marshall CR, FORGE Canada Consortium., Héon E",,,,Journal of Medical Genetics,,25293953,Journal Article,2014.0,J Med Genet. 2014 Dec;51(12):12.  10.1136/jmedgenet-2014-102620,OTX2 mutations cause autosomal dominant pattern dystrophy of the retinal pigment epithelium.
"Mageroy MH, Parent G, Germanos G, Giguere I, Delvas N, Maaroufi H, Bauce",10.1111/tpj.12699,,0960-7412,Plant Journal,PMC4404995,25302566,Journal Article,2015.0,Plant J. 2015 Jan;81(1):68-80.  10.1111/tpj.12699.,Expression of the ?-glucosidase gene Pg?glu-1 underpins natural resistance of white spruce against spruce budworm.
Hamann A; Roberts DR; Barber QE; Carroll C; Nielsen SE,,,,Global Change Biology,,25310933,Journal Article,2014.0,Glob Chang Biol. 2014 Oct 14.  10.1111/gcb.12736.,Velocity of climate change algorithms for guiding conservation and management.
Poon AF; Joy JB; Woods CK; Shurgold S; Colley G; Brumme CJ; Hogg RS; Montaner JS; Harrigan PR.,10.1093/infdis/jiu560,,0022-1899,Journal of Infectious Diseases,PMC4351365,25312037,Journal Article,2015.0,J Infect Dis. 2015 Mar 15;211(6):926-35.  10.1093/infdis/jiu560. Epub 2014 Oct 13.,"The Impact of Clinical, Demographic and Risk Factors on Rates of HIV Transmission: A Population-based Phylogenetic Analysis in British Columbia, Canada."
"Kracker S, Di Virgilio M, Schwartzentruber J, Cuenin C, Forveille M, Deau MC, McBride KM, Majewski J, Gazumyan A, Seneviratne S, Grimbacher B, Kutukculer N, Herceg Z, Cavazzana M, Jabado N, Nussenzweig MC, Fischer A, Durandy A",10.1016/j.jaci.2014.08.030,,0091-6749,Journal of Allergy and Clinical Immunology,PMC4382329,25312759,Journal Article,2015.0,J Allergy Clin Immunol. 2015 Apr;135(4):4.  10.1016/j.jaci.2014.08.030,An inherited immunoglobulin class-switch recombination deficiency associated with a defect in the INO80 chromatin remodeling complex.
Parfenov M; Pedamallu CS; Gehlenborg N; Freeman SS; Danilova L; Bristow CA; Lee S; Hadjipanayis AG; Ivanova EV; Wilkerson MD; Protopopov A; Yang L; Seth S; Song X; Tang J; Ren X; Zhang J; Pantazi A; Santoso N; Xu AW; Mahadeshwar H; Wheeler DA; Haddad RI; Jung J; Ojesina AI; Issaeva N; Yarbrough WG; Hayes DN; Grandis JR; El-Naggar AK; Meyerson M; Park PJ; Chin L; Seidman JG; Hammerman PS; Kucherlapati R; Cancer Genome Atlas Network.,10.1073/pnas.1416074111,,0027-8424,Proceedings of The National Academy of Sciences of The United States of America,PMC4217452,25313082,Journal Article,2014.0,Proc Natl Acad Sci U S A. 2014 Oct 28;111(43):15544-9.  10.1073/pnas.1416074111. Epub 2014 Oct 13.,Characterization of HPV and host genome interactions in primary head and neck cancers.
"Boutros PC, Margolin AA, Stuart JM, Califano A, Stolovitzky G",10.1186/s13059-014-0462-7,,1474-7596,Genome Biology,PMC4318527,25314947,Journal Article,2014.0,Genome Biol. 2014 Sep 17;15(9):462.  10.1186/s13059-014-0462-7.,Toward better benchmarking: challenge-based methods assessment in cancer genomics.
Kohli K; Liu J; Schellenberg D; Karvat A; Parameswaran A; Grewal P; Thomas S,10.1186/1475-925X-13-144,,,BioMedical Engineering Online,PMC4209026,25316509,Journal Article,2014.0,Biomed Eng Online. 2014 Oct 14;13:144.  10.1186/1475-925X-13-144.,Prototype development of an electrical impedance based simultaneous respiratory and cardiac monitoring system for gated radiotherapy
"Dyment DA, Smith AC, Humphreys P, Schwartzentruber J, Beaulieu CL, FORGE Canada Consortium., Bulman DE, Majewski J, Woulfe J, Michaud J, Boycott KM",,,,Neurobiology of Aging,,25316601,Journal Article,2015.0,Neurobiol Aging. 2015 Feb;36(2):2.  10.1016/j.neurobiolaging.2014.09.005,Homozygous nonsense mutation in SYNJ1 associated with intractable epilepsy and tau pathology.
"McKown AD, Guy RD, Quamme L, Kl",,,,Molecular Ecology,,25319679,Journal Article,2014.0,Mol Ecol. 2014 Dec;23(23):5771-90.  10.1111/mec.12969. Epub 2014 Nov 8.,"Association genetics, geography and ecophysiology link stomatal patterning in Populus trichocarpa with carbon gain and disease resistance trade-offs."
"Tan B, Foght J.",10.1128/genomeA.01034-14,,,Genome Announcements,PMC4200150,25323712,Journal Article,2014.0,Genome Announc. 2014 Oct 16;2(5). pii: e01034-14.  10.1128/genomeA.01034-14.,Draft genome sequences of campylobacterales (epsilonproteobacteria) obtained from methanogenic oil sands tailings pond metagenomes.
"McMillan HJ, Humphreys P, Smith A, Schwartzentruber J, Chakraborty P, Bulman DE, Beaulieu CL, FORGE Canada Consortium., Majewski J, Boycott KM, Geraghty MT",,,,Journal of Child Neurology,,25330800,Journal Article,2015.0,J Child Neurol. 2015 Jul;30(8):8.  10.1177/0883073814553272,Congenital Visual Impairment and Progressive Microcephaly Due to Lysyl-Transfer Ribonucleic Acid (RNA) Synthetase (KARS) Mutations: The Expanding Phenotype of Aminoacyl-Transfer RNA Synthetase Mutations in Human Disease.
"Du YL, Williams DE, Patrick BO, Andersen RJ, Ryan KS.",10.1021/cb500728h,,1554-8929,ACS Chemical Biology,PMC4613803,25333917,Journal Article,2014.0,ACS Chem Biol. 2014 Dec 19;9(12):2748-54.  10.1021/cb500728h.,Reconstruction of cladoniamide biosynthesis reveals nonenzymatic routes to bisindole diversity.
"Gaston D, Hansford S, Oliveira C, Nightingale M, Pinheiro H, Macgillivray C, Kaurah P, Rideout AL, Steele P, Soares G, Huang WY, Whitehouse S, Blowers S, LeBlanc MA, Jiang H, Greer W, Samuels ME, Orr A, Fernandez CV, Majewski J, Ludman M, Dyack S, Penney LS, McMaster CR, Huntsman D, Bedard K",10.1371/journal.pgen.1004669,,1553-7390,PLOS Genetics,PMC4207611,25340522,Journal Article,2014.0,PLoS Genet. 2014 Oct;10(10):10.  10.1371/journal.pgen.1004669,Germline mutations in MAP3K6 are associated with familial gastric cancer.
Mitra AP; Lam LL; Ghadessi M; Erho N; Vergara IA; Alshalalfa M; Buerki C; Haddad Z; Sierocinski T; Triche TJ; Skinner EC; Davicioni E; Daneshmand SA; Black PC,10.1093/jnci/dju290,,0027-8874,Journal of The National Cancer Institute,PMC4241889,25344601,Journal Article,2014.0,,Discovery and Validation of Novel Expression Signature for Postcystectomy Recurrence in High-Risk Bladder Cancer
"De La Torre AR, Birol I, Bousquet J, Ingvarsson PK, Jansson S, Jones SJ, Keeling CI, MacKay J, Nilsson O, Ritland K, Street N, Yanchuk A, Zerbe P, Bohlmann J.",10.1104/pp.114.248708,,0032-0889,Plant Physiology,PMC4256843,25349325,Journal Article,2014.0,Plant Physiol. 2014 Dec;166(4):1724-32.  10.1104/pp.114.248708.,Insights into conifer giga-genomes.
Jeffries KM; Hinch SG; Gale MK; Clark TD; Lotto AG; Casselman MT; Li S; Rechisky EL; Porter AD; Welch DW; Miller KM.,,,,Molecular Ecology,,25354752,Journal Article,2014.0,Mol Ecol. 2014 Dec;23(23):5803-15.  10.1111/mec.12980. Epub 2014 Nov 21.,Immune response genes and pathogen presence predict migration survival in wild salmon smolts.
"Smith A, Bulman DE, Goldsmith C, Bareke E, FORGE Canada Consortium., Majewski J, Boycott KM, Nikkel SM",10.1038/ejhg.2014.236,,1018-4813,European Journal of Human Genetics,PMC4463511,25370039,Journal Article,2015.0,Eur J Hum Genet. 2015 Jul;23(7):7.  10.1038/ejhg.2014.236,Meconium ileus in a Lebanese family secondary to mutations in the GUCY2C gene.
"Toews M, Caulfield T",,,,Journal of Obstetrics and Gynaecology Canada,,25375305,Journal Article,2014.0,J Obstet Gynaecol Can. 2014 Oct;36(10):10.  10.1016/S1701-2163(15)30441-2,Physician liability and non-invasive prenatal testing.
"Wishart D, Arndt D, Pon A, Sajed T, Guo AC, Djoumbou Y, Knox C, Wilson M, Liang Y, Grant J, Liu Y, Goldansaz SA, Rappaport SM.",10.1093/nar/gku1004,,0305-1048,Nucleic Acids Research,PMC4383875,25378312,Journal Article,2015.0,Nucleic Acids Res. 2015 Jan;43(Database issue):D928-34.  10.1093/nar/gku1004.,T3DB: the toxic exposome database.
"McCloskey RM, Liang RH, Joy JB, Krajden M, Montaner JS, Harrigan PR, Poon AF.",,,,Journal of Infectious Diseases,,25389307,Journal Article,2014.0,J Infect Dis. 2015 Apr 15;211(8):1288-95.  10.1093/infdis/jiu613.,Global origin and transmission of hepatitis C virus nonstructural protein 3 Q80K polymorphism.
"Rossi S, Bousquet J.",10.3389/fpls.2014.00574,,,Frontiers in Plant Science,PMC4211384,25389430,Journal Article,2014.0,Front Plant Sci. 2014 Oct 28;5:574.  10.3389/fpls.2014.00574. eCollection 2014.,The bud break process and its variation among local populations of boreal black spruce.
"Su LJ, Fiehn O, Maruvada P, Moore SC, O'Keefe SJ, Wishart DS, Zanetti KA.",10.3945/an.114.006494,,2161-8313,Advances in Nutrition,PMC4224215,25398741,Journal Article,2014.0,Adv Nutr. 2014 Nov 14;5(6):785-8.  10.3945/an.114.006494.,The use of metabolomics in population-based research.
Patel P; Julien JP; Kriz J.,10.1007/s13311-014-0311-0,,1933-7213,Neurotherapeutics,PMC4322065,25404049,Journal Article,2014.0,Neurotherapeutics. 2014 Nov 18. [Epub ahead of print],Early-Stage Treatment with Withaferin A Reduces Levels of Misfolded Superoxide Dismutase 1 and Extends Lifespan in a Mouse Model of Amyotrophic Lateral Sclerosis.
Salvarinova R; Ye CX; Rossi A; Biancheri R; Roland EH; Pavlidis P; Ross CJ; Tarailo-Graovac M; Wasserman WW; van Karnebeek CD.,,,,Neurogenetics,,25432320,Journal Article,2014.0,Neurogenetics. 2015 Apr;16(2):145-9.  10.1007/s10048-014-0432-y. Epub 2014 Nov 30.,Expansion of the QARS deficiency phenotype with report of a family with isolated supratentorial brain abnormalities.
"Beaulieu J, Doerksen TK, MacKay J, Rainville A, Bousquet J.",10.1186/1471-2164-15-1048,,,BMC Genomics,PMC4265403,25442968,Journal Article,2014.0,BMC Genomics. 2014 Dec 2;15:1048.  10.1186/1471-2164-15-1048.,Genomic selection accuracies within and between environments and small breeding groups in white spruce.
"Popp R, Malmstrom D, Chambers AG, Lin D, Camenzind AG, van der Gugten JG, Holmes DT, Pugia M, Jaremek M, Cornett S, Suckau D, Borchers CH.",,,,Biochimica et Biophysica Acta,,25461795,Journal Article,2015.0,Biochim Biophys Acta. 2015 Jun;1854(6):547-58.  10.1016/j.bbapap.2014.10.008,An automated assay for the clinical measurement of plasma renin activity by immuno-MALDI (iMALDI).
Shyr C; Tarailo-Graovac M; Gottlieb M; Lee J; van Karnebeek C; Wasserman WW.,10.1186/s12920-014-0064-y,,,BMC Medical Genomics,PMC4267152,25466818,Journal Article,2014.0,BMC Med Genomics. 2014 Dec 3;7(1):64. [Epub ahead of print],"FLAGS, frequently mutated genes in public exomes."
"Bushell KR, Kim Y, Chan FC, Ben-Neriah S, Jenks A, Alcaide M, Fornika D,Grande B, Arthur S, Gascoyne RD, Steidl C, Morin RD",,,,Blood,,25468570,Journal Article,2014.0,Blood. 2015 Feb 5;125(6):999-1005.  10.1182/blood-2014-10-602714. Epub 2014 Dec 2.,Genetic inactivation of TRAF3 in canine and human B-cell lymphoma
Miller KM; Teffer A; Tucker S; Li S; Schulze AD; Trudel M; Juanes F; Tabata A; Kaukinen KH; Ginther NG; Ming TJ; Cooke SJ; Hipfner JM; Patterson DA; Hinch SG.,10.1111/eva.12164,,,Evolutionary Applications,PMC4227861,25469162,Journal Article,2014.0,Evol Appl. 2014 Aug;7(7):812-55.  10.1111/eva.12164. Epub 2014 May 27.,"Infectious disease, shifting climates, and opportunistic predators: cumulative factors potentially impacting wild salmon declines."
"Eirew P, Steif A, Khattra J, Ha G, Yap D, Farahani H, Gelmon K, Chia S, Mar C, Wan A, Laks E, Biele J, Shumansky K, Rosner J, McPherson A, Nielsen C, Roth AJ, Lefebvre C, Bashashati A, de Souza C, Siu C, Aniba R, Brimhall J, Oloumi A, Osako T, Bruna A, Sandoval JL, Algara T, Greenwood W, Leung K, Cheng H, Xue H, Wang Y, Lin D, Mungall AJ, Moore R, Zhao Y, Lorette J, Nguyen L, Huntsman D, Eaves CJ, Hansen C, Marra MA, Caldas C, Shah SP, Aparicio S.",10.1038/nature13952,,0028-0836,Nature,PMC4864027,25470049,Journal Article,2014.0,Nature. 2015 Feb 19;518(7539):422-6.  10.1038/nature13952. Epub 2014 Nov 26.,Dynamics of genomic clones in breast cancer patient xenografts at single-cell resolution.
"Sawyer SL, Tian L, Kahkonen M, Schwartzentruber J, Kircher M; University of Washington Centre for Mendelian Genomics; FORGE Canada Consortium, Majewski J, Dyment DA, Innes AM, Boycott KM, Moreau LA, Moilanen JS, Greenberg RA",10.1158/2159-8290.CD-14-1156,,2159-8274,Cancer Discovery,PMC4320660,25472942,Journal Article,2015.0,Cancer Discov. 2015 Feb;5(2):135-42.  10.1158/2159-8290.CD-14-1156.,Biallelic mutations in BRCA1 cause a new Fanconi anemia subtype.
"Han J, Lin K, Sequeira C, Borchers CH.",,,,Analytica Chimica Acta,,25479871,Journal Article,2015.0,Anal Chim Acta. 2015 Jan 7;854:86-94.  10.1016/j.aca.2014.11.015.,An isotope-labeled chemical derivatization method for the quantitation of short-chain fatty acids in human feces by liquid chromatography-tandem mass spectrometry.
"Xu W, Chen D, Wang N, Zhang T, Zhou R, Huan T, Lu Y, Su X, Xie Q, Li L, Li L.",,,,Analytical Chemistry,,25486321,Journal Article,2015.0,Anal Chem. 2015 Jan 20;87(2):829-36.  10.1021/ac503619q.,Development of high-performance chemical isotope labeling LC-MS for profiling the human fecal metabolome.
Parkinson LG; Toro A; Zhao H; Brown K; Tebbutt SJ; Granville DJ.,10.1111/acel.12298,,1474-9718,Aging Cell,PMC4326907,25495009,Journal Article,2014.0,Aging Cell. 2014 Dec 11.  10.1111/acel.12298. [Epub ahead of print],Granzyme B mediates both direct and indirect cleavage of extracellular matrix in skin after chronic low-dose ultraviolet light irradiation.
"Han J, Liu Y, Wang R, Yang J, Ling V, Borchers CH.",,,,Analytical Chemistry,,25496250,Journal Article,2015.0,Anal Chem. 2015 Jan 20;87(2):1127-36.  10.1021/ac503816u,Metabolic profiling of bile acids in human and mouse blood by LC-MS/MS in combination with phospholipid-depletion solid-phase extraction.
"Huan T, Li L.",,,,Analytical Chemistry,,25496403,Journal Article,2015.0,Anal Chem. 2015 Jan 20;87(2):1306-13.  10.1021/ac5039994.,Counting missing values in a metabolite-intensity data set for measuring the analytical performance of a metabolomics platform.
"Petrotchenko EV, Makepeace KA, Borchers CH.",,,,Current Protocols in Bioinformatics,,25501944,Journal Article,2014.0,Curr Protoc Bioinformatics. 2014 Dec 12;48:8.18.1-8.18.19.  10.1002/0471250953.bi0818s48.,DXMSMS Match Program for Automated Analysis of LC-MS/MS Data Obtained Using Isotopically Coded CID-Cleavable Cross-Linking Reagents.
Dargahi D; Swayze RD; Yee L; Bergqvist PJ; Hedberg BJ; Heravi-Moussavi A; Dullaghan EM; Dercho R; An J; Babcook JS; Jones SJ,10.4137/CIN.S19435,,,Cancer Informatics,PMC4259500,25506199,Journal Article,2014.0,Cancer Inform. 2014 Dec 4;13:167-77.  10.4137/CIN.S19435. eCollection 2014.,A pan-cancer analysis of alternative splicing events reveals novel tumor-associated splice variants of matriptase.
"Shao M, Lin Y, Moret BM",,,,Journal of Computational Biology,,25517208,Journal Article,2015.0,J Comput Biol. 2015 May;22(5):5.  10.1089/cmb.2014.0096,An Exact Algorithm to Compute the Double-Cut-and-Join Distance for Genomes with Duplicate Genes.
"Dhillon B, Gill N, Hamelin RC, Goodwin SB.",10.1186/1471-2164-15-1132,,,BMC Genomics,PMC4522978,25519841,Journal Article,2014.0,BMC Genomics. 2014 Dec 17;15:1132.  10.1186/1471-2164-15-1132.,The landscape of transposable elements in the finished genome of the fungal wheat pathogen Mycosphaerella graminicola.
"Brue T, Quentien MH, Khetchoumian K, Bensa M, Capo-Chichi JM, Delemer B, Balsalobre A, Nassif C, Papadimitriou DT, Pagnier A, Hasselmann C, Patry L, Schwartzentruber J, Souchon PF, Takayasu S, Enjalbert A, Van Vliet G, Majewski J, Drouin J, Samuels ME",10.1186/s12881-014-0139-9,,,BMC Medical Genetics,PMC4411703,25524009,Journal Article,2014.0,BMC Med Genet. 2014 Dec 19;15():.  10.1186/s12881-014-0139-9,"Mutations in NFKB2 and potential genetic heterogeneity in patients with DAVID syndrome, having variable endocrine and immune deficiencies."
"Mohammed Y, Percy AJ, Chambers AG, Borchers CH.",,,,Journal of Proteome Research,,25546269,Journal Article,2015.0,J Proteome Res. 2015 Feb 6;14(2):1137-46.  10.1021/pr5010955,Qualis-SIS: automated standard curve generation and quality assessment for multiplexed targeted quantitative proteomic experiments with labeled standards.
"Du YL, Ryan KS.",10.1021/sb5003218,,,ACS Synthetic Biology,PMC4564286,25548949,Journal Article,2015.0,ACS Synth Biol. 2015 Jun 19;4(6):682-8.  10.1021/sb5003218,Expansion of bisindole biosynthetic pathways by combinatorial construction.
Aitken SN; Yeaman S; Holliday JA; Wang T; Curtis-McLane S,10.1111/j.1752-4571.2007.00013.x,,,Evolutionary Applications,PMC3352395,25567494,Journal Article,2008.0,Evol Appl. 2008;1(1):95,"Adaptation, migration or extirpation: Climate change outcomes for tree populations"
"Malikic S, McPherson AW, Donmez N, Sahinalp CS.",,,,Bioinformatics,,25568283,Journal Article,2015.0,Bioinformatics. 2015 May 1;31(9):1349-56.  10.1093/bioinformatics/btv003. Epub 2015 Jan 6.,Clonality inference in multiple tumor samples using phylogeny.
Wu J; Li W; Hajisalem G; Lukach A; Kumacheva E; Hof F; Gordon R.,10.1364/BOE.5.004101,,,Biomedical Optics Express,PMC4285590,25574423,Journal Article,2014.0,Biomed Opt Express. 2014 Nov 3;5(12):4101-7.  10.1364/BOE.5.004101. eCollection 2014.,Trace cancer biomarker quantification using polystyrene-functionalized gold nanorods.
"Kmoch S, Majewski J, Ramamurthy V, Cao S, Fahiminiya S, Ren H, MacDonald IM, Lopez I, Sun V, Keser V, Khan A, Stránecký V, Hartmannová H, P?istoupilová A, Hoda?ová K, Piherová L, Kucha? L, Baxová A, Chen R, Barsottini OG, Pyle A, Griffin H, Splitt M, Sallum J, Tolmie JL, Sampson JR, Chinnery P, Care4Rare Canada., Banin E, Sharon D, Dutta S, Grebler R, Helfrich-Foerster C, Pedroso JL, Kretzschmar D, Cayouette M, Koenekoop RK",10.1038/ncomms6614,,,Nature Communications,PMC4356490,25574898,Journal Article,2015.0,Nat Commun. 2015 Jan 9;6():.  10.1038/ncomms6614,Mutations in PNPLA6 are linked to photoreceptor degeneration and various forms of childhood blindness.
Connors JM,,,,Blood,,25575542,Journal Article,2015.0,Blood. 2015 Mar 12;125(11):1693-702.  10.1182/blood-2014-07-537480.,Risk assessment in the management of newly diagnosed classical Hodgkin lymphoma.
"Chilton SN, Burton JP, Reid G",10.3390/nu7010390,,,Nutrients,PMC4303846,25580813,Journal Article,2015.0,Nutrients. 2015 Jan 8;7(1):1.  10.3390/nu7010390,Inclusion of fermented foods in food guides around the world.
"Antignano F, Zaph C",,,,Immunology & Cell Biology,,25582341,Journal Article,2015.0,Immunol Cell Biol. 2015 Mar;93(3):245-52.  10.1038/icb.2014.115. Epub 2015 Jan 13.,Regulation of CD4 T-cell differentiation and inflammation by repressive histone methylation
Vaz C; Francisco AP; Silva M; Jolley KA; Bray JE; Pouseele H; Rothganger J; Ramirez M; Carrico JA.,10.1186/2041-1480-5-43,,,Journal of Biomedical Semantics,PMC4290098,25584183,Journal Article,2014.0,J Biomed Semantics. 2014 Oct 18;5(1):43.  10.1186/2041-1480-5-43. eCollection 2014.,TypOn: the microbial typing ontology
Weck S; Robinson K; Smith MR; Withers SG.,,,,Chemical Communications,,25587931,Journal Article,2015.0,Chem Commun (Camb). 2015 Feb 3;51(14):2933-5.  10.1039/c4cc08256g.,Understanding viral neuraminidase inhibition by substituted difluorosialic acids.
"Chardon JW, Smith AC, Woulfe J, Pena E, Rakhra K, Dennie C, Beaulieu C, Huang L, Schwartzentruber J, Hawkins C, Harms MB, Dojeiji S, Zhang M, FORGE Canada Consortium., Majewski J, Bulman DE, Boycott KM, Dyment DA",,,,Clinical Genetics,,25589244,Journal Article,2015.0,Clin Genet. 2015 Dec;88(6):6.  10.1111/cge.12561,"LIMS2 mutations are associated with a novel muscular dystrophy, severe cardiomyopathy and triangular tongues."
"Birol I, Raymond A, Chiu R, Nip KM, Jackman SD, Kreitzman M, Docking TR, Ennis CA, Robertson AG, Karsan A.",,,2335-6936,Pacific Symposium on Biocomputing,PMC4350765,25592595,Journal Article,2015.0,Pac Symp Biocomput. 2015:347-58.,Kleat: cleavage site analysis of transcriptomes.
"Rousseau-Nepton I, Okubo M, Grabs R, FORGE Canada Consortium., Mitchell J, Polychronakos C, Rodd C",10.1503/cmaj.140840,,0820-3946,Canadian Medical Association Journal,PMC4312169,25602008,Journal Article,2015.0,CMAJ. 2015 Feb 3;187(2):2.  10.1503/cmaj.140840,A founder AGL mutation causing glycogen storage disease type IIIa in Inuit identified through whole-exome sequencing: a case series.
"Janer A, van Karnebeek CD, Sasarman F, Antonicka H, Al Ghamdi M, Shyr C, Dunbar M, Stockler-Ispiroglu S, Ross CJ, Vallance H, Dionne J, Wasserman WW, Shoubridge EA.",10.1038/ejhg.2014.293,,1018-4813,European Journal of Human Genetics,PMC4592087,25604853,Journal Article,2015.0,Eur J Hum Genet. 2015 Oct;23(10):1301-7.  10.1038/ejhg.2014.293,"RMND1 deficiency associated with neonatal lactic acidosis, infantile onset renal failure, deafness, and multiorgan involvement."
"Muchero W, Guo J, DiFazio SP, Chen J-G, Ranjan P, Slavov GT, Gunter LE, Jawdy S, Bryan AC, Sykes R, Ziebell A, Kl",10.1186/s12864-015-1215-z,,,BMC Genomics,PMC4307895,25613058,Journal Article,2015.0,BMC Genomics. 2015 Jan 23;16:24.  10.1186/s12864-015-1215-z.,High-resolution genetic mapping of allelic variants associated with cell wall chemistry in Populus.
"Mathelier A, Shi W, Wasserman WW.",,,,Trends in Genetics,,25637093,Journal Article,2015.0,Trends Genet. 2015 Feb;31(2):67-76.  10.1016/j.tig.2014.12.003. Epub 2015 Jan 27.,Identification of altered cis-regulatory elements in human disease.
"Malhis N, Gsponer J.",10.1093/bioinformatics/btv060,,1367-4803,Bioinformatics,PMC4443681,25637562,Journal Article,2015.0,Bioinformatics. 2015 Jun 1;31(11):1738-44.  10.1093/bioinformatics/btv060. Epub 2015 Jan 30.,Computational identification of MoRFs in protein sequences.
"Liu Z, Chao D, Li Y, Ting R, Oh J, Perrin DM.",,,,Chemistry - A European Journal,,25639468,Journal Article,2015.0,Chemistry. 2015 Mar 2;21(10):3924-8.  10.1002/chem.201405829,From minutes to years: predicting organotrifluoroborate solvolysis rates.
Baute GJ; Kane NC; Grassa CJ; Lai Z; Rieseberg LH.,,,,New Phytologist,,25641359,Journal Article,2015.0,New Phytol. 2015 Apr;206(2):830-8.  10.1111/nph.13255. Epub 2015 Jan 12.,"Genome scans reveal candidate domestication and improvement genes in cultivated sunflower, as well as post-domestication introgression with wild relatives."
Lotterhos KE; Whitlock MC.,,,,Molecular Ecology,,25648189,Journal Article,2015.0,Mol Ecol. 2015 Mar;24(5):1031-46.  10.1111/mec.13100. Epub 2015 Feb 18.,The relative power of genome scans to detect local adaptation depends on sampling design and statistical method.
Plaschka C; Larivi,,,,Nature,,25652824,Journal Article,2015.0,Nature. 2015 Feb 4.  10.1038/nature14229,Architecture of the RNA polymerase II-Mediator core initiation complex.
"Hefer CA, Mizrachi E, Myburg AA, Douglas CJ, Mansfield SD",,,,New Phytologist,,25659405,Journal Article,2015.0,New Phytol. 2015 Jun;206(4):1391-405.  10.1111/nph.13277. Epub 2015 Feb 6.,Comparative interrogation of the developing xylem transcriptomes of two wood-forming species: Populus trichocarpa and Eucalyptus grandis.
Geisler C; Gaisa NT; Pfister D; Fuessel S; Kristiansen G; Braunschweig T; Gostek S; Beine B; Diehl HC; Jackson AM; Borchers CH; Heidenreich A; Meyer HE; Kn,10.1155/2015/454256,,2314-6133,BioMed Research International,PMC4312578,25667921,Journal Article,2015.0,Biomed Res Int. 2015;2015:454256.  10.1155/2015/454256. Epub 2015 Jan 15.,Identification and Validation of Potential New Biomarkers for Prostate Cancer Diagnosis and Prognosis Using 2D-DIGE and MS.
"Porth I, El-Kassaby YA.",,,,Biotechnology Journal,,25676392,Journal Article,2015.0,Biotechnol J. 2015 Apr;10(4):510-24.  10.1002/biot.201400194. Epub 2015 Feb 11.,Using Populus as a lignocellulosic feedstock for bioethanol.
"Lau F, Partridge C, Penn A, Stanley D, Votova K, Bibok M, Harris D, Lu L.",,,,Studies in Health Technology and Informatics,,25676981,Journal Article,2015.0,Stud Health Technol Inform. 2015;208:242-7.,Sociotechnical design of an electronic tool for managing transient ischemic attack in the emergency department.
Solomonson M; Setiaputra D; Makepeace KA; Lameignere E; Petrotchenko EV; Conrady DG; Bergeron JR; Vuckovic M; DiMaio F; Borchers CH; Yip CK; Strynadka NC,,,,Structure,,25684576,Journal Article,2015.0,Structure. 2015 Feb 12. pii: S0969-2126(15)00003-9.  10.1016/j.str.2015.01.002.,Structure of EspB from the ESX-1 Type VII Secretion System and Insights into its Export Mechanism.
"Gascard P, Bilenky M, Sigaroudinia M, Zhao J, Li L, Carles A, Delaney A, Tam A, Kamoh B, Cho S, Griffith M, Chu A, Robertson G, Cheung D, Li I, Heravi-Moussavi A, Moksa M, Mingay M, Hussainkhel A, Davis B, Nagarajan RP, Hong C, Echipare L, O'Geen H, Hangauer MJ, Cheng JB, Neel D, Hu D, McManus MT, Moore R, Mungall A, Ma Y, Plettner P, Ziv E, Wang T, Farnham PJ, Jones SJ, Marra MA, Tlsty TD, Costello JF, Hirst M",10.1038/ncomms7351,,,Nature Communications,PMC4346612,25690954,Journal Article,2015.0,Nat Commun. 2015 Feb 18;6:6351.  10.1038/ncomms7351.,Epigenetic and transcriptional determinants of the human breast.
"Abbatiello SE, Schilling B, Mani DR, Zimmerman LJ, Hall SC, MacLean B, Albertolle M, Allen S, Burgess M, Cusack MP, Gosh M, Hedrick V, Held JM, Inerowicz HD, Jackson A, Keshishian H, Kinsinger CR, Lyssand J, Makowski L, Mesri M, Rodriguez H, Rudnick P, Sadowski P, Sedransk N, Shaddox K, Skates SJ, Kuhn E, Smith D, Whiteaker JR, Whitwell C, Zhang S, Borchers CH, Fisher SJ, Gibson BW, Liebler DC, MacCoss MJ, Neubert TA, Paulovich AG, Regnier FE, Tempst P, Carr SA.",10.1074/mcp.M114.047050,,1535-9476,Molecular & Cellular Proteomics,PMC4563721,25693799,Journal Article,2015.0,Mol Cell Proteomics. 2015 Sep;14(9):2357-74.  10.1074/mcp.M114.047050.,"Large-Scale Interlaboratory Study to Develop, Analytically Validate and Apply Highly Multiplexed, Quantitative Peptide Assays to Measure Cancer-Relevant Proteins in Plasma."
"Gottlieb MM, Arenillas DJ, Maithripala S, Maurer ZD, Tarailo Graovac M, Armstrong L, Patel M, van Karnebeek C, Wasserman WW.",,,,Human Mutation,,25703386,Journal Article,2015.0,Hum Mutat. 2015 Apr;36(4):432-8.  10.1002/humu.22772. Epub 2015 Mar 19.,GeneYenta: a phenotype-based rare disease case matching tool based on online dating algorithms for the acceleration of exome interpretation.
"Roberts EA, Herder M, Hollis A",10.1503/cmaj.140308,,0820-3946,Canadian Medical Association Journal,PMC4387034,25712953,Journal Article,2015.0,CMAJ. 2015 Apr 7;187(6):6.  10.1503/cmaj.140308,"Fair pricing of ""old"" orphan drugs: considerations for Canada's orphan drug policy."
