Title,PMID
Comparative pharmacokinetic study of idarubicin and daunorubicin in leukemia patients,1592361
Etiology and treatment of chemotherapeutic agent extravasation injuries: a review,3298560
Toxicity of the topoisomerase II inhibitors,15794715
American Society of Clinical Oncology clinical evidence review on the ongoing care of adult cancer survivors: cardiac and pulmonary late effects,17577017
American society of clinical oncology 2008 clinical practice guideline update: use of chemotherapy and radiation therapy protectants,19018081
Risk of secondary leukemia after a solid tumor in childhood according to the dose of epipodophyllotoxins and anthracyclines: a case-control study by the Société Française d’Oncologie Pédiatrique,12637473
Effectiveness of long-term cabergoline treatment for giant prolactinoma: Study of 12 men,17287412
Chemotherapy with mitoxantrone plus prednisone or prednisone alone for symptomatic hormone-resistant prostate cancer: a Canadian randomized trial with palliative end points,8656243
Reduced absorption of oral ciprofloxacin after chemotherapy for haematological malignancy,2373666
Cross-sensitivity between paclitaxel and docetaxel in a women's cancers program,16197986
Population pharmacokinetics/pharmacodynamics of docetaxel in phase II studies in patients with cancer,9440742
Colitis associated with docetaxel-based chemotherapy in patients with metastatic breast cancer,10675076
Docetaxel-induced interstitial pneumonitis following non-small-cell lung cancer treatment,17921105
Severe interstitial pneumonitis associated with docetaxel administration,11857321
Therapy-induced toxicity of the lungs: an overview,19331213
Practical aspects of weekly docetaxel administration schedules,15477638
Docetaxel administration schedule: from fever to tears? a review of randomised studies,15911234
Acute hypersensitivity reactions to chemotherapy agents: an overview,20632960
Hypersensitivity reactions to docetaxel: retrospective evaluation and development of a desensitization protocol,21720178
Prevention and management of antineoplastic-induced hypersensitivity reactions,11676304
Management and preparedness for infusion and hypersensitivity reactions,17522249
Diagnosis and management of hypersensitivity reactions related to common cancer chemotherapy agents,19354063
Rapid desensitization for hypersensitivity reactions to paclitaxel and docetaxel: a new standard protocol used in 77 successful treatments,15721432
Successful rechallenge with taxanes following prophylactic ketotifen in patients who had developed severe hypersensitivity reactions,10997824
Multicenter study of a frozen glove to prevent docetaxel-induced onycholysis and cutaneous toxicity of the hand,15994152
Irreversible and severe alopecia following docetaxel or paclitaxel cytotoxic therapy for breast cancer,19222453
High incidence of pulmonary toxicity of weekly docetaxel and gemcitabine in patients with non-small cell lung cancer: results of a dose-finding study,15140550
Fatal interstitial pneumonitis associated with docetaxel administration in a patient with hormone-refractory prostate cancer,17260498
Effect of grapefruit juice on the pharmacokinetics of docetaxel in cancer patients: a case report,21692829
Drug interactions in cancer therapy,16794637
Phase I trial of intravesical docetaxel in the management of superficial bladder cancer refractory to standard intravesical therapy,16809732
Long-term clinical outcomes of a phase I trial of intravesical docetaxel in the management of non-muscle-invasive bladder cancer refractory to standard intravesical therapy,19913890
Docetaxel administered on a weekly basis for metastatic breast cancer,10715290
Docetaxel pharmacokinetics with pre- and post-dialysis administration in a hemodyalized patient,16636537
Pharmacokinetic analysis of docetaxel during haemodialysis in a patient with locally advanced non-small cell lung cancer,16935890
Interferon alpha therapy for patients with essential thrombocythemia: final results of a phase II study initiated in 1986,15861412
Superficial bladder cancer: the role of interferon-alpha,9598463
A randomized controlled study of intravesical alpha-2b-interferon in carcinoma in situ of the bladder,2201795
Granulocytopenia after combined therapy with interferon and angiotensin-converting enzyme inhibitors: evidence for a synergistic hematologic toxicity,8757368
Drug interaction between alpha interferon and erythropoietin,2016633
Long-term follow-up of conjunctival and corneal intraepithelial neoplasia treated with topical interferon alfa-2b,18187195
Stability of an extemporaneously prepared recombinant human interferon alfa-2b eye drop formulation,17687060
Pharmacokinetics of alphaIFN-2b in chronic hepatitis C virus patients undergoing chronic hemodialysis or with normal renal function: clinical implications,9848789
Pharmacokinetics of all-trans-retinoic acid in Japanese patients with acute promyelocytic leukemia,8713573
All-trans-retinoic acid (ATRA): pediatric acute promyelocytic leukemia,9615322
All-trans retinoic acid for the treatment of AIDS-related Kaposi's sarcoma: results of a pilot phase II study,7808021
A phase-II trial of all trans retinoic acid and low-dose cytosine arabinoside for the treatment of high-risk myelodysplastic syndromes,10803936
Prophylaxis of symptoms of hyperhistaminemia after the treatment of acute promyelocytic leukemia with all-trans retinoic acid,7817703
Hypercalcemia associated with all-trans-retinoic acid in the treatment of acute promyelocytic leukemia,8501972
All-trans-retinoic acid-induced scrotal ulcerations in a patient with acute promyelocytic leukemia,10906659
All-trans-retinoic acid and pseudotumor cerebri,9031073
Sweet's syndrome involoving the musculoskeletal system during treatment of promyelocytic leukemia with all-trans retinoic acid,8618455
Rare but important adverse effects of all-trans retinoic acid in acute promyelocytic leukemia and their management,9220656
Pseudotumour cerebri in acute promyelocytic leukemia: improvement despite continued ATRA therapy,10466446
Sweet's syndrome followed by retinoic acid syndrome during the treatment of acute promyelocytic leukemia with all-trans retinoic acid,10446491
Phase I evaluation of all-trans retinoic acid with and without ketoconazole in adults with solid tumors,7751898
Bendamustine: a review of its use in the management of indolent non-Hodgkin's lymphoma and mantle cell lymphoma,20731477
Bendamustine pharmacokinetic profile and exposure-response relationships in patients with indolent non-Hodgkin's lymphoma,20140617
Bendamustine in combination with thalidomide and dexamethasone is an effective therapy for myeloma patients with end stage renal disease,21689088
Siltuximab: a targeted therapy for idiopathic multicentric Castleman disease,26634298
Pegylated interferon alfa-2a induces complete hematologic and molecular responses with low toxicity in polycythemia vera,18650451
Efficacy and safety profile of gemcitabine in non-small-cell lung cancer: a phase II study,8040664
Paclitaxel/gemcitabine administered every two weeks in advanced breast cancer: preliminary results of a phase II trial,10697032
Advanced breast cancer: a phase II trial with gemcitabine,7595731
The gemcitabine/epirubicin/paclitaxel combination in advanced breast cancer,10697031
Phase II trial of gemcitabine plus cisplatin in patients with metastatic urothelial cancer,10784633
A dose-finding study of raltitrexed (tomudex) with cisplatin and epirubicin in advanced gastro-oesophageal adenocarcinoma,10864199
Fatal liver failure after the administration of raltitrexed for cancer chemotherapy: a report of two cases,10951354
Raltitrexed (Tomudex): an alternative drug for patients with colorectal cancer and 5-fluorouracil associated cardiotoxicity,9528843
Phase I study of irinotecan and raltitrexed in patients with advanced gastrointestinal tract adenocarcinoma,10901362
Drug Prescribing in Renal Failure,378644
Women experience greater toxicity with fluorouracil-based chemotherapy for colorectal cancer,11896096
Clinical practice guidelines for the prevention and treatment of cancer therapy- induced oral and gastrointestinal mucositis,15108223
Neurologic complications of cancer chemotherapy,16769421
Pyridoxine for the palmar-plantar erythrodysesthesia syndrome,2529807
Pyridoxine therapy for palmar-planter erythrodysesthesia associated with continuous 5- fluorouracil infusion,2345070
Warfarin-5-FU interaction: a consecutive case series,10600095
An adverse interaction between warfarin and fluoropyrimidines revisited,16197620
Increasing warfarin dosage reductions associated with concurrent warfarin and repeated cycles of 5- fluorouracil therapy,15843293
Different intravenous administration techniques for 5-Fluorouracil pharmacokinetics and pharmacodynamic effects,8639317
Safe use of FOLFOX in two patients with metastatic colorectal carcinoma and severe hepatic dysfunction,21609928
Toxicity during l-LV/5FU adjuvant chemotherapy as a modified RPMI regimen for patients with colorectal cancer,16012727
Phase I and pharmacokinetic study of 24-hour infusion 5-fluorouracil and leucovorin in patients with organ dysfunction,12853359
The effects of impaired liver function on the elimination of antineoplastic agents,1554959
Perioperative single dose instillation of epirubicin or interferon-alpha after transurethral resection for the prophylaxis of primary superficial bladder cancer recurrence: a prospective randomized multicenter study-- FinnBladder III long-term results,15748389
Soft tissue sarcoma or malignant mesenchymal tumors in the first year of life: experience of the International Society of Pediatric Oncology (SIOP) Malignant Mesenchymal Tumor Committee,15994146
Neoadjuvant chemotherapy for intermediate/high-grade soft tissue sarcomas: five-year results with epirubicin and ifosfamide,12552955
Increasing single epirubicin doses in advanced soft tissue sarcomas,11870176
Combined chemotherapy and radiotherapy during conception and first two trimesters of gestation in a woman with metastatic breast cancer,15385141
Use of chemotherapy during human pregnancy,15120665
Chemotherapy with epirubicin and paclitaxel for breast cancer during pregnancy: case report and review of the literature,14981994
Successful chemotherapy including epirubicin in a pregnant non-Hodgkin's lymphoma patient,8750642
Eclampsia after polychemotherapy for nodal-positive breast cancer during pregnancy,8841812
Toxicity of the topoisomerase II inhibitors,15794715
American Society of Clinical Oncology clinical evidence review on the ongoing care of adult cancer survivors: cardiac and pulmonary late effects,17577017
American society of clinical oncology 2008 clinical practice guideline update: use of chemotherapy and radiation therapy protectants,19018081
Risk of secondary leukemia after a solid tumor in childhood according to the dose of epipodophyllotoxins and anthracyclines: a case-control study by the Société Française d’Oncologie Pédiatrique,12637473
Chemotherapy with mitoxantrone plus prednisone or prednisone alone for symptomatic hormone-resistant prostate cancer: a Canadian randomized trial with palliative end points,8656243
Treatment of chemotherapy extravasation: current status,6378380
Vesicant extravasation: myths and realities,7708525
The effect of cimetidine on the pharmacokinetics of epirubicin in patients with advanced breast cancer: Preliminary evidence of a potentially common drug interaction,9543613
Drug interactions with the taxanes: clinical implications,11545542
Docetaxel in combination with epirubicin in metastatic breast cancer: pharmacokinetic interactions,10668172
Pharmacokinetic optimisation of treatment schedules for anthracyclines and paclitaxel in patients with cancer,10511918
Comparative effects of paclitaxel and docetaxel on the metabolism and pharmacokinetics of epirubicin in breast cancer patients,10561171
Clinical and pharmacologic study of the epirubicin and paclitaxel combination in women with metastatic breast cancer,11304775
Sequence effect of epirubicin and paclitaxel treatment on pharmacokinetics and toxicity,10811677
A single instillation of epirubicin after transurethral resection of bladder tumors prevents only small recurrences,17997459
Does cisplatin (CDDP)function as a modulator of 5-fluorouracil (5-FU) antitumor action? A study based on a clinical trial,15647947
Cisplatin pharmacokinetics: applications of a physiological model,3051521
Review of the comparative pharmacology and clinical activity of cisplatin and carboplatin,10458260
Comparative clinical pharmacology of cisplatin and carboplatin,9322881
Pharmacokinetics of Anticancer Drugs in Children,3555940
Risk of venous thromboembolism in patients with cancer treated with cisplatin: a systematic review and meta-analysis,23793866
High incidence of thromboembolic events in patients treated with cisplatin-based chemotherapy: a large retrospective analysis,21810688
Supportive Care of Children with Cancer,10086957
Anaphylaxis to cisplatin following nine previous uncomplicated cycles,12494253
Hexamethylmelamine and low or moderate dose cisplatin with or without pyridoxine for treatment of advanced ovarian carcinoma: a study of the Eastern Cooperative Oncology Group,1735009
The diagnosis and management of desmoplastic small round cell tumor: a review,21577112
A randomised double-blind comparison of intravenous pamidronate and clodronate in the hypercalcaemia of malignancy,7577484
The management of malignant hypercalcaemia,8957154
Acute management of cancer-related hypercalcemia,8740333
Pamidronate to prevent bone loss during androgen-deprivation therapy for prostate cancer,11575286
Bisphosphonates and avascular necrosis of the jaws,14738134
Severe prolonged hypocalcaemia following pamidronate for malignant hypercalcaemia,9890546
Frequency and risk factors associated with osteonecrosis of the jaw in cancer patients treated with intravenous bisphosphonates,18558816
Diagnosis and management of osteonecrosis of the jaw: a systematic review and international consensus,25414052
Intravenous pamidronate: infusion rate and safety,7873459
Safety of pamidronate in patients with renal failure and hypercalcemia,8706358
Randomized feasibility study of de-escalated (every 12 wk) versus standard (every 3 to 4 wk) intravenous pamidronate in women with low-risk bone metastases from breast cancer,22781385
Ponatinib: a review of its use in adults with chronic myeloid leukaemia or philadelphia chromosome-positive acute lymphoblastic leukaemia,24807266
Ponatinib: a new tyrosine kinase inhibitor for the treatment of chronic myeloid leukemia and philadelphia chromosome-positive acute lymphoblastic leukemia,24265264
Obinutuzumab plus chlorambucil in patients with CLL and coexisting conditions,24401022
Ceritinib: a new tyrosine kinase inhibitor for non-small-cell lung cancer,25258420
Ceritinib: A primer for pharmacists,27738095
Assessment of drug–drug interaction potential between ceritinib and proton pump inhibitors in healthy subjects and in patients with ALK-positive non-small cell lung cancer,28424965
Pazopanib for the treatment of renal cancer,21470066
Pazopanib-induced hyperbilirubinemia is associated with Gilbert's syndrome UGT1A1 polymorphism,20389299
Targeting CD38 with Daratumumab Monotherapy in Multiple Myeloma,26308596
Bisphosphonates: mechanism of action and role in clinical practice,18775204
Adjuvant therapy with zoledronic acid in patients with breast cancer: a systematic review and meta-analysis,23404816
Zoledronic acid in breast cancer: latest findings and interpretations,22084643
Zoledronic acid (zoledronate) for postmenopausal women with early breast cancer receiving adjuvant letrozole (ZO-FAST study): final 60-month results,23047045
Randomized controlled trial of annual zoledronic acid to prevent gonadotropin- releasing hormone agonist–induced bone loss in men with prostate cancer,17369566
Clinical study evaluating the effect of bevacizumab on the severity of zoledronic acid-related osteonecrosis of the jaw in cancer patients,24120382
Combination of zoledronic acid and targeted therapy is active but may induce osteonecrosis of the jaw in patients with metastatic renal cell carcinoma,23642545
Recommendations for zoledronic acid treatment of patients with bone metastases,15632252
Adjuvant endocrine therapy plus zoledronic acid in premenopausal women with early- stage breast cancer: 62-month follow-up from the ABCSG-12 randomised trial,21641868
Adjuvant zoledronic acid in patients with early breast cancer: final efficacy analysis of the AZURE (BIG 01/04) randomised open-label phase 3 trial,25035292
Frequency and risk factors associated with osteonecrosis of the jaw in cancer patients treated with intravenous bisphosphonates,18558816
Diagnosis and management of osteonecrosis of the jaw: a systematic review and international consensus,25414052
Adjuvant zoledronic acid in patients with early breast cancer: final efficacy analysis of the AZURE (BIG 01/04) randomised open-label phase 3 trial,25035292
Pharmacological attempts to improve the bioavailability of oral etoposide,7497581
Safe administration of etoposide phosphate after hypersensitivity reaction to intravenous etoposide,11857004
Safe administration of oral etoposide after hypersensitivity reaction to intravenous etoposide,7858295
Effect of grapefruit juice intake on etoposide bioavailability,12389073
Leaching of diethylhexyl phthalate from multilayer tubing into etoposide infusion solutions,15700892
Leaching of diethylhexyl phthalate from polyvinyl chloride bags into intravenous etoposide solution,11975699
Stability of etoposide solution for oral use,1471649
The effect of food and concurrent chemotherapy on the bioavailability of oral etoposide,2994705
Addition of bevacizumab to bolus fluorouracil and leucovorin in first-line metastatic colorectal cancer: results of a randomized phase II trial,15738537
Ipilimumab: a novel treatment for metastatic melanoma,21505108
Improved survival with ipilimumab in patients with metastatic melanoma,20525992
Pulmonary sarcoid-like granulomatosis induced by ipilimumab,22547608
Novel treatments for metastatic cutaneous melanoma and the management of emergent toxicities,22253555
Ipilimumab in the treatment of metastatic melanoma: management of adverse events,24570590
A Canadian perspective on the subcutaneous administration of rituximab in non- Hodgkin lymphoma,28270723
Rapid infusion rituximab in combination with corticosteroid-containing chemotherapy or as maintenance therapy is well tolerated and can safely be delivered in the community setting,17244675
Reversible posterior leukoencephalopathy syndrome following R-CHOP therapy for diffuse large B-cell lymphoma,19582454
Intralesional therapy with anti-CD20 monoclonal antibody rituximab in primary cutaneous b-cell lymphoma,10724200
Intralesional rituximab for cutaneous B-cell lymphoma,11422050
Intralesional therapy with anti-CD20 monoclonal antibody rituximab: local and systemic efficacy in primary cutaneous B-cell lymphoma,15787825
Intraperitoneal application of rituximab in refractory mantle cell lymphoma with massive ascites resulting in local and systemic response,17903214
Intrapleural instillation of rituximab for the treatment of malignant pleural effusions in NHL,15533844
Effectiveness of intrathecal rituximab in patients with acute lymphoblastic leukaemia relapsed to the cns and resistant to conventional therapy,19036096
Intraventricular treatment of relapsed central nervous system lymphoma with the anti- CD20 antibody rituximab,15194546
Yttrium-90 ibritumomab tiuxetan as a single agent in patients with pretreated B-cell lymphoma: evaluation of the long-term outcome,20709661
Rituximab chimeric anti-CD20 monoclonal antibody therapy for relapsed indolent lymphoma: half of patients respond to a four-dose treatment program,9704735
Rituximab treatment for Epstein-Barr virus DNAemia after alternative-donor hematopoietic stem cell transplantation,20950702
High-dose methotrexate and rituximab with dererred radiotherapy for newly diagnosed primary B-cell CNS ymphoma,20511181
An international evaluation of CODOX-M and CODOX-M alternating with IVAC in adult Burkitt's lymphoma: results of United Kingdom lymphoma group LY06 study,12181251
Adults and children with small non-cleaved-cell lymphoma have a similar excellent outcome when treated with the same chemotherapy regimen,8622041
Modified magrath regimens for adults with Burkitt and Burkitt-like lymphomas: preserved efficacy with decreased toxicity,15160953
Introduction of combined CHOP plus rituximab therapy dramatically improved outcome of diffuse large B-cell lymphoma in British Columbia,15955905
CHOP chemotherapy plus rituximab compared with CHOP alone in elderly patients with diffuse large-B-cell lymphoma,11807147
Immunochemotherapy with rituximab and overall survival in patients with indolent or mantle cell lymphoma: a systematic review and meta-analysis,17470738
Synergism between fludarabine and rituximab revealed in a follicular lymphoma cell line resistant to the cytotoxic activity of either drug alone,11564066
Activity of oral fludarabine phosphate in previously treated chronic lymphocytic leukemia,11709569
Rituximab maintenance improves clinical outcome of relapsed/resistant follicular non-Hodgkin lymphoma in patients both with and without rituximab during induction: results of a prospective randomized phase 3 intergroup trial,16873669
Successful treatment with a rituximab-based regimen of a splenic marginal zone lymphoma with villous lymphocytes in a very frail patient on maintenance dialysis,18500519
Profile of olaparib in the treatment of advanced ovarian cancer,27186080
Olaparib monotherapy in patients with advanced cancer and a germline BRCA1/2 mutation,25366685
Olaparib maintenance therapy in platinum-sensitive relapsed ovarian cancer,22452356
PARP inhibitors in ovarian cancer: clinical evidence for informed treatment decisions,26669450
Bruton tyrosine kinase inhibitor ibrutinib (PCI-32765) has significant activity in patients with relapsed/refractory B-cell malignancies,23045577
Bruton's tyrosine kinase inhibitors and their clinical potential in the treatment of B-cell malignancies: focus on ibrutinib,25360238
2002 Update of recommendations for the use of chemotherapy and radiotherapy protectants: clinical practice guidelines of the American Society of Clinical Oncology,12065567
Pharmacokinetic and pharmacodynamic basis for the treatment of metastatic breast cancer with high-dose medroxyprogesterone acetate,6088020
Inability of medroxyprogesterone acetate to down regulate estrogen receptor level in human breast cancer,2137722
Effect of medroxyprogesterone acetate on proliferation and cell cycle kinetics of human mammary carcinoma cells,2970295
Oral medroxyprogesterone acetate in the treatment of advanced or recurrent endometrial carcinoma: a dose-response study by the gynecologic oncology group,10561210
Increased survival with enzalutamide in prostate cancer after chemotherapy,22894553
Hand-foot and stump syndrome to sorafenib,17235051
Keratoacanthomas associated with sorafenib therapy,17190642
Yellow skin discoloration associated with sorafenib use for treatment of metastatic renal cell carcinoma,17396743
Reversible posterior leukoencephalopathy syndrome induced by RAF kinase inhibitor BAY 43-9006,17008686
Leukocytoclastic vasculitis masquerading as hand-foot syndrome in a patient treated with sorafenib,17116852
Effect of arsenic trioxide on QT interval in patients with advanced malignancies,14512391
United States multicenter study of arsenic trioxide in relapsed acute promyelocytic leukemia,11559723
Management of acute promyelocytic leukemia: recommendations from an expert panel on behalf of the European LeukemiaNet,18812465
Use of all-trans retinoic acid plus arsenic trioxide as an alternative to chemotherapy in untreated acute promyelocytic leukemia,16373661
Complete remission after treatment of acute promyelocytic leukemia with arsenic trioxide,9801394
Degarelix: a review of its use in patients with prostate cancer,24756432
Milk could decrease the bioavailability of 6-mercaptopurine,2618973
Influence of food intake on bioavailability of oral 6-mercaptopurine in children with acute lymphoblastic leukemia,3153245
The effect of food on the oral administration of 6-mercaptopurine,3757164
Variability of 6-mercaptopurine pharmacokinetics during oral maintenance therapy of children with acute leukemia,2615529
Oral mercaptopurine in childhood leukemia: influence of food intake on bioavailability,2702064
Thiopurine S-methyltransferase as a target for drug interactions,15952020
The pharmacokinetic effect of discontinuation of mesalazine on mercaptopurine metabolite levels in inflammatory bowel disease patients,16181300
Disturbance of 6-mercaptopurine metabolism by cotrimoxazole in childhood lymphoblastic leukaemia,6607783
Reduction in bioavailability of 6-mercaptopurine on simultaneous administration with cow's milk,16849279
Interaction between mercaptopurine and milk,18045784
Goats' milk xanthine oxidoreductase is grossly deficient in molybdenum,15068060
Purification and partial characterisation of camel milk xanthine oxidoreductase,16026028
Physicochemical and kinetic properties of purified sheep's milk xanthine oxidoreductase,15453470
Purification and partial characterization of xanthine oxidase from human milk,1627588
Administration of liquid dose forms of 6-mercaptopurine,7748699
Prospective evaluation of mitotane toxicity in adrenocortical cancer patients treated adjuvantly,18824557
Effects of some clinically encountered drugs on steroid synthesis and degradation,6247603
Fatal hepatitis following irradiation and vincristine,7148508
Ischemic heart disease associated with vincristine and doxorubicin chemotherapy,11724093
Reduced absorption of oral ciprofloxacin after chemotherapy for haematological malignancy,2373666
Pharmacokinetic drug interactions of vinca alkaloids: summary of case reports,9855331
Vincristine-itraconazole interaction: cause for increasing concern,12368705
Enhanced vincristine neurotoxicity from drug interactions: case report and review of literature,11764105
Potentiation of vincristine toxicity by itraconazole in children with lymphoid malignancies,11697438
Itraconazole-enhanced vincristine neurotoxicity in a child with acute lymphoblastic leukemia,11255732
Combined therapy for carcinoma of the nasopharynx: a report of 49 cases,8509695
Intra-arterial chemotherapy of head and neck tumours,95463
Hepatic intra-arterial infusion of vincristine,6467495
ABT-199 (venetoclax) and BCL-2 inhibitors in clinical development,26589495
Review of a promising new agent - pemetrexed disodium,12673697
Pemetrexed disodium: a novel antifolate clinically active against multiple solid tumors,11524555
Phase III study of pemetrexed in combination with cisplatin versus cisplatin alone in patients with malignant pleural mesothelioma,12860938
Clinical and pharmacokinetic phase I study of multitargeted antifolate (LY231514) in combination with cisplatin,10506594
Clodronate: a review of its use in breast cancer,10495073
Timing of food intake has a marked effect on the bioavailability of clodronate,10913925
Acute management of cancer-related hypercalcemia,8740333
Subcutaneous clodronate: a study evaluating efficacy in hypercalcemia of malignancy and local toxicity,9358945
Tolerability and safety of clodronate therapy in bone diseases,1831808
Oral sodium clodronate induced osteonecrosis of the jaw in a patient with myeloma,17598839
Frequency and risk factors associated with osteonecrosis of the jaw in cancer patients treated with intravenous bisphosphonates,18558816
Diagnosis and management of osteonecrosis of the jaw: a systematic review and international consensus,25414052
Symptomatic hypocalcemia with oral clodronate,9494315
Severe hypocalcaemia [corrected] after treatment with diphosphonate and aminoglycoside,1825614
Effect of concomitant administration of clodronate and estramustine phosphate on their bioavailability in patients with metastasized prostate cancer,8884875
Double-blind controlled trial of oral clodronate in patients with bone metastases from breast cancer,8418243
Efficacy and safety of a specific inhibitor of the BCR-ABL tyrosine kinase in chronic myeloid leukemia,11287972
Pharmacokinetics and Pharmacodynamics of imatinib in a phase I trial with chronic myeloid leukemia patients,14990650
A phase 2 study of imatinib in patients with relapsed or refractory Philadelphia chromosome-positive acute lymphoid leukemias,12200353
Effect of the tyrosine kinase inhibitor STI571 in a patient with a metastatic gastrointestinal stromal tumor,11287975
First case of immune-mediated haemolytic anaemia associated to imatinib mesylate,14703696
Severe hemolytic anemia and skin reaction in a patient treated with imatinib,12796039
Adverse events after imatinib mesylate therapy,11873781
Myelodysplastic features developing in Philadephia-negative cells during imatinib mesylate therapy for CML: report of a new case,12970792
Fatal myelodysplastic syndrome developing during therapy with imatinib mesylate and characterised by the emergence of complex Philadelphia negative clones,12646955
Adverse events after imatinib mesylate therapy,11873781
Cardiac tamponade associated with imatinib mesylate therapy of chronic myelogenous leukemia,12353320
Cardiotoxicity of the cancer therapeutic agent imatinib mesylate,16862153
Dose-limiting dermatological toxicity secondary to imatinib mesylate (STI571) in chronic myeloid leukaemia,12835733
Imatinib-induced acute generalized exanthematous pustulosis (AGEP) in two patients with chronic myeloid leukemia,12431246
Lichenoid eruption to STI 571,12111794
Severe epidermal necrolysis after treatment with imatinib and consecutive allogeneic hematopoietic stem cell transplantation,12707720
Imatinib mesylate causes hypopigmentation in the skin,15160360
Photosensitization in chronic myelogenous leukaemia patients treated with imatinib mesylate,12648085
Imatinib mesylate and gray hair,12167692
Reactivation of porphyria cutanea tarda as a possible side effect of Imatinib at high dosage in chronic myeloid leukemia,14574325
Panniculitis in a patient with chronic myelogenous leukaemia treated with imatinib,14511021
Gynaecomastia in men with chronic myeloid leukaemia after imatinib,12801741
Imatinib mesylate-induced hepato-toxicity in chronic myeloid leukemia demonstrated focal necrosis resembling acute viral hepatitis,12357373
Fatal hepatic necrosis following imatinib mesylate therapy,14568907
Development of Varicella-Zoster virus infection in patients with chronic myelogenous leukemia treated with imatinib mesylate,12631595
Hypersensitivity pneumonitis related to imatinib mesylate,12377975
Unexpected pleural effusions in 3 pediatric patients treated with STI-571,12439048
Acute renal failure secondary to imatinib mesylate treatment in chronic myeloid leukemia,12916879
Tumor lysis syndrome after STI571 in Philadelphia chromosome-positive acute lymphoblastic leukemia,11773197
Severe tumor lysis syndrome during treatment with STI 571 in a patient with chronic myelogenous leukemia accelerated phase,12419759
Granulocyte colony-stimulating factor reverses cytopenia and may permit cytogenetic responses in patients with chronic myeloid leukemia treated with imatinib mesylate,12604417
Practical management of patients with chronic myeloid leukemia receiving imatinib,12668652
Intramuscular edema as a complication of treatment with imatinib,12682642
Cerebral oedema as a possible complication of treatment with imatinib,12049868
Managing cutaneous reactions to imatinib therapy,12412577
Imatinib induces hypothyroidism in patients receiving levothyroxine,16198662
Imatinib mesylate therapy in patients with gastrointestinal stromal tumors and impaired liver function,12394270
Imatinib administration in two patients with liver metastases from GIST and severe jaundice,14562006
Pharmacokinetic-pharmacodynamic relationships of the anthracycline anticancer drugs,12074691
Idarubicin: a brief overview on pharmacology and clinical use,9147715
Anthracyclines: molecular advances and pharmacologic developments in antitumor activity and cardiotoxicity,15169927
Toxicity of the topoisomerase II inhibitors,15794715
American Society of Clinical Oncology clinical evidence review on the ongoing care of adult cancer survivors: cardiac and pulmonary late effects,17577017
American society of clinical oncology 2008 clinical practice guideline update: use of chemotherapy and radiation therapy protectants,19018081
Effectiveness of long-term cabergoline treatment for giant prolactinoma: Study of 12 men,17287412
Chemotherapy with mitoxantrone plus prednisone or prednisone alone for symptomatic hormone-resistant prostate cancer: a Canadian randomized trial with palliative end points,8656243
Intravesical idarubicin: a dose-finding study,8603442
Pharmacokinetics of Anticancer Drugs in Children,3555940
Significant induction of cyclophosphamide and thiotepa metabolism by phenytoin,15685452
Treatment of cyclophosphamide-induced hemorrhagic cystitis with prostaglandins,8068996
Side effects of adjuvant treatment of breast cancer,11430330
Clinical Significance of Cyclophosphamide-induced Cardiotoxicity,15750266
Sudden cardiac tamponade after chemotherapy for marrow transplantation in thalassaemia,1346293
Prevention and treatment of hemorrhagic cystitis,9250547
Pulmonary fibrosis induced by cyclophosphamide,11485142
Oropharyngeal sensation associated with rapid intravenous administration of cyclophosphamide (NSC-26271),4660633
Amiodarone and cyclophosphamide: potential for enhanced lung toxicity,11438830
Stability of cyclophosphamide in extemporaneous oral suspensions,20103616
Drug Prescribing in Renal Failure,378644
Total body irradiation and cyclophosphamide in a conditioning regimen for unrelated bone marrow transplantation in a patient with chronic myelogenous leukemia and renal failure on hemodialysis,9758350
Cyclophosphamide pharmacokinetics and dose requirements in patients with renal insufficiency,11918757
Review of the comparative pharmacology and clinical activity of cisplatin and carboplatin,10458260
Phase II trial of daily low-dose carboplatin and thoracic radiotherapy in elderly patients with locally advanced non-small cell lung cancer,10768867
Continuous carboplatin infusion during 6 weeks' radiotherapy in locally inoperable non-small-cell lung cancer: a phase I and pharmacokinetic study,7547255
Dose optimisation of carboplatin in adults,7825958
Clinical pharmacokinetics and dose optimisation of carboplatin,9314610
Pharmacokinetics of carboplatin after intraperitoneal administration,1859253
Clinical pharmacokinetics of carboplatin in children,8137457
Activity of intraarterial carboplatin as a single agent in the treatment of newly diagnosed extremity osteosarcoma,10398179
Successful desensitization to carboplatin in patients with systemic hypersensitivity reactions,8531847
Hypersensitivity to carboplatin in children,10064185
Clinical features of hypersensitivity reactions to carboplatin,10561172
Enhancement of warfarin response in a patient receiving etoposide and carboplatin chemotherapy,9296241
Application of the area under the curve of carboplatin in predicting toxicity and efficacy,10189407
Prediction of creatinine clearance from serum creatinine,1244564
Carboplatin pharmacokinetics in young children with brain tumors,8765431
Sequential cycles of high-dose chemotherapy with dose escalation of carboplatin with or without paclitaxel supported by G-CSF mobilized peripheral blood progenitor cells: a phase I/II study in advanced ovarian cancer,10231137
Pharmacokinetics of carboplatin in a patient suffering from advanced ovarian carcinoma with hemodialysis-dependent renal insufficiency,8139735
Etoposide and carboplatin in neuroblastoma: a French Society of Pediatric Oncology phase II study,1403039
The comparative pharmacokinetics and pharmacodynamics of cisplatin and carboplatin in paediatric patients: a review,7825959
